geometry,DENOMINAZIONE_STRUTTURA,RAGIONE_SOCIALE,INDIRIZZO,SITOWEB,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,CLASSIFICAZIONE,TELEFONO,INDIRIZZO_EMAIL,ZONA_IDS,PERCENTUALE_RIDUZIONE,NUMERO_STANZE,NUMERO_LETTI
"X: 1372654.50009765, Y: 5690954.41980547, Z: NaN",ACQUARELLO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2271",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1371866.30913025, Y: 5691089.16968824, Z: NaN",DOMINI LOREDANA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,764",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1371866.30913025, Y: 5691089.16968824, Z: NaN",PALAZZO GRADENIGO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,764",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,4,7
"X: 1371866.30913025, Y: 5691089.16968824, Z: NaN",PALAZZO GRADENIGO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,764",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1371866.30913025, Y: 5691089.16968824, Z: NaN",CA' DEL DOGE GRADENIGO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,764",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372505.43313929, Y: 5691122.1850312, Z: NaN",IL POZZO MAGICO SRL,IL POZZO MAGICO SRL,"SANTA CROCE,1898",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,info@ilpozzomagico.com,CENTRO STORICO,0,4,7
"X: 1371852.5679366, Y: 5691107.30591992, Z: NaN",SIMEONE I,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,757",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,6
"X: 1371840.34284192, Y: 5691124.50332701, Z: NaN",SIMEONE II,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,753",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,4,8
"X: 1372141.68537065, Y: 5690921.24101095, Z: NaN",MAD4VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,852",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,5
"X: 1372190.51807726, Y: 5691196.00517283, Z: NaN",CA GIACOMO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1352",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,4
"X: 1371632.08393755, Y: 5690717.58669073, Z: NaN",APPARTAMENTO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,190/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372147.28341035, Y: 5691268.28822098, Z: NaN",LA PERLA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1271/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1372634.33126884, Y: 5691303.87669944, Z: NaN",CASA AURORA,GRANDESSO LUCA,"SANTA CROCE,1978/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,041422323      ,grandesso3@gmail.com,CENTRO STORICO,0,1,4
"X: 1372654.50009765, Y: 5690954.41980547, Z: NaN",LOFT REGINA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2271",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,4
"X: 1372112.23924847, Y: 5690970.13644859, Z: NaN",CA RAGAZZO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,864",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372641.91873609, Y: 5690900.28574436, Z: NaN",CA DEGLI STUERI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2282/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,10
"X: 1372641.91873609, Y: 5690900.28574436, Z: NaN",CA DEL MORO,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2282/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,3
"X: 1372641.91873609, Y: 5690900.28574436, Z: NaN",CHARMING OPEN SPACE DO TORRI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2282/A    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372513.12748882, Y: 5691060.56766841, Z: NaN",CANAL VIEW BOUTIQUE APARTMENT,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2011",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,4
"X: 1372679.70116513, Y: 5691155.1587837, Z: NaN",CA PUPPARIN,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2087",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1372679.70116513, Y: 5691155.1587837, Z: NaN",ROOFTOP RESIDENCE CANAL GRANDE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2087",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1372590.95617659, Y: 5691086.32152458, Z: NaN",CAMPIELLO DEL SPEZIER,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,2042",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,6
"X: 1371913.46733885, Y: 5690433.43658561, Z: NaN",CA ZACCARIA,DERETSKY ZACHARY,"SANTA CROCE,56",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,3663335058     ,zderetsky@gmail.com,CENTRO STORICO,0,2,4
"X: 1371432.8396115, Y: 5690515.90061305, Z: NaN",SANTA CROCE 384,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,384",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,6
"X: 1372507.74940743, Y: 5691209.25682536, Z: NaN",PAVONI,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1849",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,8
"X: 1372626.28701031, Y: 5691291.45553977, Z: NaN",CASA ANGELICA,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1975",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,3
"X: 1372587.22126697, Y: 5691233.73309668, Z: NaN",CHIARA HOUSE,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1933",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1371645.23072278, Y: 5691053.94975794, Z: NaN",VENETIAN PALACE BLUE APARTMENT R&R,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,567/C    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1371645.23072278, Y: 5691053.94975794, Z: NaN",VENETIAN PALACE RED/TERRACE APARTMENT R&R,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,567/C    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,0,0
"X: 1371645.23072278, Y: 5691053.94975794, Z: NaN",VENETIAN PALACE MAUVE/COZY APARTMENT,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,567/C    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,4
"X: 1371645.23072278, Y: 5691053.94975794, Z: NaN",VENETIAN PALACE GREEN APARTMENT R&R,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,567/C    ",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,2
"X: 1372119.29877645, Y: 5691214.36283342, Z: NaN",VENETIAN ART,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1426",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,7
"X: 1372119.29877645, Y: 5691214.36283342, Z: NaN",NATURE ART,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1426",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,7
"X: 1372119.29877645, Y: 5691214.36283342, Z: NaN",SPLASH ART,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1426",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,5
"X: 1372119.29877645, Y: 5691214.36283342, Z: NaN",MORANDIS,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1426",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,4
"X: 1372119.29877645, Y: 5691214.36283342, Z: NaN",WAVE ART,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1426",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,2,5
"X: 1372020.72776502, Y: 5691211.0916371, Z: NaN",CA DEL PISTOR,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1212",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,1,3
"X: 1372640.99625584, Y: 5691313.62532257, Z: NaN",VE-NICE SUITE CANAL GRANDE SC1979,PUBBLICAZIONE DATO NON AUTORIZZATA,"SANTA CROCE,1979",PUBBLICAZIONE DATO NON AUTORIZZATA,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CLASSE UNICA,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,CENTRO STORICO,0,3,5
