short_alias,TP_CLS_ED,Qu_Gronda,Qu_Terra,Superficie
QUER-001,C,16.9,0.95,239.83
QUER-002,C,14.6,0.95,322.84
QUER-003,C,11.67,1.05,191.54
QUER-004,B,10.56,1.05,57.27
QUER-005,B,10.56,1.05,95.85
QUER-006,B,10.57,1.05,82.63
QUER-007,C,13.3,1.05,176.65
QUER-008,C,16.36,0.95,1148.25
QUER-009,Bg,0.0,0.0,63.9
QUER-010,B,15.68,1.05,110.25
QUER-011,C,11.11,0.95,136.43
QUER-012,Bg,0.0,0.0,74.49
QUER-013,Nd,13.97,1.05,15.99
QUER-014,B,14.5,0.95,114.46
QUER-015,B,13.6,1.05,88.58
QUER-016,C,0.0,0.0,64.71
QUER-017,pt,12.45,0.95,117.82
QUER-018,Or,11.22,0.85,84.14
QUER-019,Bg,0.0,0.0,81.22
QUER-020,C,10.46,1.05,298.32
QUER-021,Bg,0.0,0.0,89.79
QUER-022,B1,11.64,0.85,80.05
QUER-023,fa,13.06,0.95,98.75
QUER-024,B1,14.2,0.85,48.01
QUER-025,Bg,0.0,0.0,75.71
QUER-026,C,17.65,1.05,399.96
QUER-027,A1,14.12,0.85,119.49
QUER-028,C,0.0,0.0,112.88
QUER-029,fa,16.87,0.95,215.31
QUER-030,fa,6.4,0.95,19.08
QUER-031,A1,14.0,0.85,88.19
QUER-032,fa,17.76,0.95,264.72
QUER-033, ,3.47,0.85,25.67
QUER-034,fa,0.0,0.0,298.54
QUER-035,Bg,14.26,0.85,257.16
QUER-036,B,11.91,1.95,188.44
QUER-037,A,9.51,1.95,65.99
QUER-038,A,7.3,1.95,56.32
QUER-039,Bg,6.01,1.95,14.78
QUER-040,B,12.18,1.95,149.05
QUER-041,A,10.96,0.85,22.31
QUER-042,B,12.93,0.85,51.21
QUER-043,A,7.81,1.95,37.83
QUER-044,A,9.37,1.95,68.04
QUER-045,A,13.7,0.85,70.32
QUER-046,A,0.0,0.0,42.36
QUER-047,A,0.0,0.0,40.2
QUER-048,B,13.26,0.85,81.46
QUER-049,Ka,3.5,1.15,90.56
QUER-050,A,0.0,0.0,57.21
QUER-051,B,6.1,0.85,67.89
QUER-052,B,12.4,1.15,133.66
QUER-053,fa,10.42,1.15,102.11
QUER-054,A1,0.0,1.15,135.59
QUER-055,Nr,4.07,0.85,35.38
QUER-056,fa,7.23,1.15,71.32
QUER-057,Nr,9.33,0.85,104.35
QUER-058,A1,11.6,1.15,97.79
QUER-059,B,9.54,1.15,95.72
QUER-060,A1,0.0,0.0,51.43
QUER-061,fa,0.0,0.95,301.65
QUER-062,fa,10.76,1.15,54.05
QUER-063,A,9.5,1.15,50.34
QUER-064,C,0.0,0.0,273.28
QUER-065,B,0.0,1.15,35.12
QUER-066, ,7.1,0.95,77.7
QUER-067,fa,3.74,0.95,10.13
QUER-068,B,13.2,0.95,122.67
QUER-069,B,11.0,0.95,103.36
QUER-070, ,13.14,0.95,84.66
QUER-071,B,15.0,0.95,109.28
QUER-072,B1,9.45,0.95,59.72
QUER-073,Nr,4.56,0.95,30.86
QUER-074,B1,10.03,0.95,92.12
QUER-075, ,5.66,0.95,66.53
QUER-076,Bg,11.86,0.95,249.1
QUER-077,fa,5.13,1.15,20.17
QUER-078,B,13.33,1.15,80.73
QUER-079,Or,13.0,1.15,100.51
QUER-080,B,11.6,1.15,37.48
QUER-081,B,12.6,1.15,83.82
QUER-082,B,0.0,0.0,38.37
QUER-083,B,0.0,0.0,31.04
QUER-084,C,11.2,0.85,99.59
QUER-085,C,10.2,0.85,181.48
QUER-086,A1,12.43,0.85,67.39
QUER-087,C,14.95,0.85,116.02
QUER-088,C,8.84,0.85,49.11
QUER-089,C,12.48,0.85,251.07
QUER-090,fa,10.02,0.85,98.14
QUER-091,Bg,11.97,0.85,70.6
QUER-092,Bg,11.16,0.85,62.88
QUER-093,Bg,0.0,0.0,69.51
QUER-094,Ne,9.6,1.05,139.02
QUER-095,Ne,10.32,1.05,59.51
QUER-096,Nd,18.67,0.95,1019.42
QUER-097,Nd,0.0,0.0,0.0
QUER-098,C,10.43,1.05,28.56
QUER-099,C,12.0,1.05,92.09
QUER-100,C,0.0,0.95,424.46
QUER-101,C,0.0,1.05,40.58
QUER-102,C,10.43,1.05,109.87
QUER-103,C,18.17,0.95,457.93
QUER-104,Bg,0.0,0.0,48.58
QUER-105,Bg,12.18,0.85,76.41
QUER-106,Bg,0.0,0.0,71.86
QUER-107,C,0.0,0.95,181.08
QUER-108,fa,0.0,0.0,41.23
QUER-109,Bg,0.0,0.0,96.61
QUER-110,Ne,12.0,1.15,69.46
QUER-111,fa,14.7,0.95,42.45
QUER-112,C,9.32,0.95,81.86
QUER-113,A,9.58,1.15,77.32
QUER-114,B,9.92,1.15,62.42
QUER-115, ,8.65,1.15,22.12
QUER-116,fa,10.5,1.15,27.76
QUER-117,A,10.5,1.15,104.5
QUER-118,B,2.64,1.15,23.44
QUER-119,fa,16.59,1.15,110.41
QUER-120,B,0.0,1.15,43.05
QUER-121,fa,8.2,1.05,79.97
QUER-122,C,17.4,1.05,197.37
QUER-123,B1,9.02,1.05,118.55
QUER-124,A1,0.0,0.0,41.72
QUER-125,A1,14.6,1.05,178.16
QUER-126,B,13.64,0.85,286.48
QUER~NO_BUILDING,,,,
